source,source_id,url,title,brand,model,cpu,ram_gb,storage_gb,gpu,screen_size_in,price_idr,original_price_idr,condition,seller_name,seller_rating,seller_num_reviews,seller_is_official,sold_count,location,scraped_at,is_suspected_scam,scam_reasons
tokopedia,103175613088,https://www.tokopedia.com/royalltech/laptop-asus-vivobook-f1504vap-intel-core-i5-120u-i5-1235u-16gb-512gb-ssd-15-6-fhd-ips-windows-11-f1504za-f1502za-1730412882049598967-1734913183835784695?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,Laptop ASUS Vivobook F1504VAP Intel Core i5-120U 16GB 512GB SSD 15.6”FHD IPS Windows 11 – F1504ZA / F1502ZA,Asus,F1504VAP,,16,512,,15.6,11309000,,new,royalltech,4.6,,False,,Jakarta Utara,2026-08-28T01:35:44.603552,False,
tokopedia,103085210719,https://www.tokopedia.com/royalltech/laptop-asus-vivobook-14-a1404va-intel-core-i3-1315-ram-8gb-512gb-ssd-w11-ohs-m365b-14-0fhd-1734533246867244535?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,LAPTOP ASUS VIVOBOOK 14 A1404VA INTEL CORE I3 1315 RAM 8GB 512GB SSD W11+OHS+M365B 14.0FHD,Asus,A1404VA,I3 1315,8,512,,,9399000,,new,royalltech,5.0,,False,,Jakarta Utara,2026-08-28T01:35:44.603737,False,
tokopedia,102192921303,https://www.tokopedia.com/pusatgaminglaptop/laptop-asus-tuf-a15-fa506ncg-ryzen-7-7445hs-rtx3050-4gb-ram-16gb-ssd-512gb-windows-11-15-6-inc-full-hd-ips-1732372214747203257?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,LAPTOP ASUS TUF A15 FA506NCG RYZEN 7 7445HS RTX3050 4GB/ RAM 16GB SSD 512GB WINDOWS 11 15.6 INC FULL HD IPS,Asus,FA506NCG,RYZEN 7 7445HS,16,512,RTX3050,,14269000,,new,PUSAT GAMING LAPTOP,5.0,,False,,Bekasi,2026-08-28T01:35:44.603815,False,
tokopedia,103772938546,https://www.tokopedia.com/gateway/asus-vivobook-go-14-ryzen-3-7320u-8gb-512gb-ssd-windows-11-office-14-0-fhd-e1404fa-laptop-sekolah-kerja-kuliah-1729885440520848821-1737125716294206901?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"ASUS VIVOBOOK GO 14 E1404FA RYZEN 3 7320 8GB 512GB W11+OHS+M365B 14"" FHD VIPS LAPTOP",Asus,E1404FA,RYZEN 3 7320,8,,,,9389000,,new,Gateway Indonesia Comp,5.0,,False,,Jakarta Utara,2026-08-28T01:35:44.603904,False,
tokopedia,100292160099,https://www.tokopedia.com/teknotrend/laptop-asus-vivobook-s14-s3407qa-snapdragon-x-x1-26-qualcomm-adreno-gpu-16gb-512gb-14inch-ohs24-1731354787170584514?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"Laptop ASUS VIVOBOOK S14 OLED M3407HA RYZEN 5 220 16GB 1TB W11+OHS+M365B 14"" WUXGA",Asus,M3407HA,RYZEN 5 220,16,,,,17332500,,new,TeknoTrend ID,5.0,,False,,Jakarta Pusat,2026-08-28T01:35:44.603989,False,
tokopedia,100281729921,https://www.tokopedia.com/teknotrend/laptop-asus-vivobook-14-a1404va-i3-1315u-8gb-512gb-14-fhd-ohs-w11-1731298410323806146?extParam=ivf%3Dtrue%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"Laptop Asus VIVOBOOK 14 A1404VA i3-1315U 8GB 512GB 14"" FHD OHS W11",Asus,A1404VA,I3-1315U,8,,,,9939500,,new,TeknoTrend ID,5.0,,False,,Jakarta Pusat,2026-08-28T01:35:44.604074,False,
tokopedia,102316114277,https://www.tokopedia.com/gateway/asus-zenbook-14-oled-um3406ha-touch-ryzen-7-8840-16gb-1tb-ssd-w11-14-inch-2-8k-1732626294180971957?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,ASUS ZENBOOK 14 OLED UM3406HA TOUCH RYZEN 7 8840 16GB 1TB SSD W11 14 INCH 2.8K LAPTOP,Asus,UM3406HA,RYZEN 7 8840,16,1024,,14.0,17549000,,new,Gateway Indonesia Comp,5.0,,False,,Jakarta Utara,2026-08-28T01:35:44.604155,False,
tokopedia,103629770816,https://www.tokopedia.com/gateway/hp-pc-aio-24-core-ultra-5-225u-16gb-512gb-ssd-w11-ohs-m365-23-8-inch-fhd-ips-cr2566d-1732747109624153525-1736701194363504053?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"ASUS TUF GAMING A16 FA607NUQ RYZEN 7 170 RTX4050 32GB 1TB W11+OHS+M365B 16"" FHD+ IPS LAPTOP GAMING",Asus,FA607NUQ,RYZEN 7 170,32,,RTX4050,,22619000,,new,Gateway Indonesia Comp,5.0,,False,,Jakarta Utara,2026-08-28T01:35:44.604245,False,
tokopedia,103106494804,https://www.tokopedia.com/gateway/asus-tuf-gaming-a15-ryzen-7-7445hs-rtx3050-16gb-512gb-w11-office-15-6-inch-fhd-fa506ncg-1729962642812274101-1734690458514195893?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"ASUS TUF GAMING A15 FA506NCG RYZEN 7 7445HS RTX3050 32GB 1TB W11+OHS+M365B 15.6"" FHD IPS LAPTOP GAMING",Asus,FA506NCG,RYZEN 7 7445HS,32,,RTX3050,,14259000,,new,Gateway Indonesia Comp,5.0,,False,,Jakarta Utara,2026-08-28T01:35:44.604335,False,
tokopedia,103573992816,https://www.tokopedia.com/rogsstoreid/hp-pavilion-16-touch-core-ultra-5-125u-16gb-1tb-ssd-w11-ohs-16-wuxga-af0777tu-1736480563263210828?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,[LIMITED] ASUS ROG STRIX G18 G814FP RTX5070 AMD RYZEN 9 9955HX RAM 64GB SSD 2TB W11 18-INCH QHD IPS 240HZ LAPTOP GAMING,Asus,G814FP,RYZEN 9 9955HX,64,2048,RTX5070,,70999000,,new,ROGS STORE,5.0,,False,,Jakarta Utara,2026-08-28T01:35:44.604395,False,
tokopedia,103460841222,https://www.tokopedia.com/herlinacom/laptop-asus-vivobook-14-a1404vap-intel-core-i7-150u-ram-16gb-ssd-1tb-win-11-ohs-14-0fhd-ips-garansi-resmi-1733620005736383886-1735961438475945358?extParam=ivf%3Dtrue%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,Laptop Asus Vivobook 14 A1404VAP Intel Core I7 150U RAM 16GB SSD 1TB Win 11+OHS 14.0FHD IPS Garansi Resmi,Asus,A1404VAP,,16,1024,,,16069000,,new,Herlinacom,5.0,,False,,Depok,2026-08-28T01:35:44.604473,False,
tokopedia,100520669093,https://www.tokopedia.com/gateway/asus-vivobook-s16-flip-oled-tp3604va-touch-core-i5-1335-16gb-1tb-ssd-w11-16-fhd-1731478598664095157?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"ASUS VIVOBOOK S16 FLIP OLED TP3604VA TOUCH CORE I5 1335 16GB 1TB W11 16"" FHD IPS LAPTOP",Asus,TP3604VA,I5 1335,16,,,,11829000,,new,Gateway Indonesia Comp,5.0,,False,,Jakarta Utara,2026-08-28T01:35:44.604552,False,
tokopedia,102720378628,https://www.tokopedia.com/agresidjakut/asus-vivobook-a1404vap-core-i5-120u-24gb-1tb-ssd-w-11-ohs-14-0-fhd-1733682016849069650?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,[LAPTOP] ASUS VIVOBOOK 14 A1404VAP CORE I5 120U 16GB 512GB W11+OHS+M365B 14.0FHD VIPS GARANSI RESMI,Asus,A1404VAP,,16,,,,12159000,,new,Agres ID Jakarta Utara,5.0,,False,,Jakarta Pusat,2026-08-28T01:35:44.604660,False,
tokopedia,103568217966,https://www.tokopedia.com/gateway/asus-zenbook-14-oled-um3402ya-touch-ryzen-7-7730-ryzen-5-7530-16gb-1tb-ssd-w11-14-inch-2-8k-1729899868308407733-1736464321747846581?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"ASUS VIVOBOOK 15 F1504ZA TOUCH CORE I7 1255 16GB 512GB W11 15.6"" FHD IPS LAPTOP",Asus,F1504ZA,I7 1255,16,,,,12149000,,new,Gateway Indonesia Comp,5.0,,False,,Jakarta Utara,2026-08-28T01:35:44.604737,False,
tokopedia,102055947014,https://www.tokopedia.com/alienwareofficial/asus-vivobook-14-m1405ya-ryzen-7-7730-ryzen-5-7430-x-e1404fa-ryzen-5-7520-ryzen-3-7320-16gb-512gb-ssd-w11-ohs-m365b-14-0-inch-laptop-ultrabook-notebook-cocok-untuk-admin-kerja-kuliah-sekolah-kantor-office-work-1732139452364326163?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,ASUS VIVOBOOK 14 M1405YA RYZEN 7 7730 RYZEN 5 7430 X E1404FA RYZEN 5 7520 RYZEN 3 7320 16GB 512GB SSD W11+OHS+M365B 14.0 INCH - LAPTOP ULTRABOOK NOTEBOOK COCOK UNTUK ADMIN KERJA KULIAH SEKOLAH KANTOR OFFICE WORK,Asus,M1405YA,RYZEN 7 7730,16,512,,14.0,9399000,,new,AI Official Store,5.0,,False,,Jakarta Utara,2026-08-28T01:35:44.604866,False,
tokopedia,16489294854,https://www.tokopedia.com/gameridsurabaya/laptop-asus-vivobook-14-a1407qa-snapdragon-x-x1-26100-ram-16-gb-ssd-512-gb-windows-11-office-home-student-14-wuxga-1731051158758066131?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"Laptop ASUS Vivobook 14 A1407QA Snapdragon X X1 26100 RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 14"" WUXGA",Asus,A1407QA,SNAPDRAGON X X1 26100 RAM 16 GB SSD 512 GB WINDOWS 11 + OFFICE HOME STUDENT 14,16,512,,,11029000,,new,Gamer ID Surabaya,5.0,,False,,Surabaya,2026-08-28T01:35:44.604962,False,
tokopedia,2481667294,https://www.tokopedia.com/teknotrend/laptop-gaming-asus-tuf-gaming-a15-fa506ncr-ryzen-7-7435hs-rtx3050-512gb-15-6-fhd-144hz-ohs-2024-1731262210477688770?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,Payday SALE Laptop Gaming Asus TUF A16 FA607NUQ-R745GYG-HM Ryzen 7-170 16GB 512GB 16″ FHD+ W11+OH24+M365 Mecha Gray,Asus,FA607NUQ-R745GYG-HM,,16,,,,21302499,,new,TeknoTrend ID,5.0,,False,,Jakarta Pusat,2026-08-28T01:35:44.605103,False,
tokopedia,15584270889,https://www.tokopedia.com/asusrogindonesia/laptop-asus-tuf-a16-fa607nug-ryzen-7-7445hs-rtx4050-6gb-16gb-512gb-w11-ohs-m365b-ips-gry-r745j6m-hm-1730769219834447498?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,Laptop ASUS TUF A16 FA607NUG RYZEN 7 7445HS RTX4050 6GB/ 16GB 512GB W11+OHS+M365B IPS GRY -R745J6M-HM,Asus,FA607NUG,RYZEN 7 7445HS,16,,RTX4050,,22379000,,new,ASUS ROG Indonesia,5.0,,False,,Jakarta Utara,2026-08-28T01:35:44.605195,False,
tokopedia,16258871485,https://www.tokopedia.com/gameridsurabaya/laptop-asus-rog-flow-z13-gz302ea-touch-amd-ryzen-ai-max-395-ram-32-64-gb-ssd-1tb-windows-11-office-home-student-13-4-2-k-180hz-1730870209371408339?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"Laptop ASUS ROG Flow Z13 GZ302EA Touch AMD Ryzen AI Max+ 395 RAM 32 / 64 GB SSD 1TB Windows 11 + Office Home Student 13.4"" 2.K 180Hz",Asus,GZ302EA,,,1024,,,45139000,,new,Gamer ID Surabaya,5.0,,False,,Surabaya,2026-08-28T01:35:44.605442,False,
tokopedia,2141499138,https://www.tokopedia.com/vortexindocomputer/asus-rog-240-watt-notebook-adapter-original-120cm-output-20-0v-12-0a-240-0w-dc-plug-type-6phi-zephyrus-srix-strix-scar-tuf-gaming-1729826449846470313?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,Laptop ASUS ExpertBook P1 (P1403) Core 5 210H 8GB 512GB Microsoft Office Home & Student 2024 3 Year,Asus,P1403,CORE 5 210H,8,,,,13799000,,new,Vortexindo.Computer,5.0,,False,,Jakarta Pusat,2026-08-28T01:35:44.605522,False,
tokopedia,102852029780,https://www.tokopedia.com/agresidjakut/laptop-asus-vivobook-go-14-ryzen-3-7320u-8gb-512gb-ssd-w-11-ohs-original-14-0-full-hd-1734012443853817426?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"Laptop Asus Vivobook GO 14 - Ryzen 3 7320U 8GB 512GB SSD W 11 + OHS Original 14.0"" Full HD",Asus,,RYZEN 3 7320U,8,512,,,9349000,,new,Agres ID Jakarta Utara,5.0,,False,,Jakarta Pusat,2026-08-28T01:35:44.605608,False,
tokopedia,14258016939,https://www.tokopedia.com/kingznotebook/laptop-asus-tuf-a15-fa506ncr-ryzen-7-7435hs-16gb-512gb-rtx3050-4gb-w11-ohs-15-6-fhd-notebook-1731005223645316780?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"Laptop Asus Tuf A15 FA506NCG Ryzen 7 7445HS 16GB 512GB RTX3050 4GB W11+OHS 15.6"" FHD",Asus,FA506NCG,RYZEN 7 7445HS,16,,RTX3050,,16879000,,new,Kingz Notebook,5.0,,False,,Jakarta Pusat,2026-08-28T01:35:44.605691,False,
tokopedia,15849509898,https://www.tokopedia.com/king-laptop/laptop-asus-promo-o2o-khusus-offline?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,LAPTOP ASUS - PROMO O2O (KHUSUS OFFLINE),Asus,,,,,,,22000000,,new,KING Laptop,5.0,,False,,Jakarta Pusat,2026-08-28T01:35:44.605754,False,
tokopedia,103494075373,https://www.tokopedia.com/gameridsurabaya/laptop-asus-vivobook-14-flip-oled-tp3407sa-touch-screen-intel-core-ultra-7-256v-ram-16gb-ssd-512gb-windows-11-office-ohs-14-inch-2k-1736119988789348307?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"Laptop ASUS Vivobook 14 Flip OLED TP3407SA Touch Screen Intel Core Ultra 7 256V RAM 16GB SSD 512GB Windows 11 + Office (OHS) 14"" inch 2K",Asus,TP3407SA,INTEL CORE ULTRA 7 256V,16,512,,,23139000,,new,Gamer ID Surabaya,5.0,,False,,Surabaya,2026-08-28T01:35:44.605819,False,
tokopedia,102843711144,https://www.tokopedia.com/kingznotebook/laptop-asus-vivobook-14-a1404vap-core-5-120u-16gb-512gb-ssd-w11-ohs-14-fhd-ips-1733990122639230636?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"Laptop Asus VivoBook 14 A1404VAP Core 5 120U 16GB 512GB SSD W11+OHS 14""FHD IPS",Asus,A1404VAP,CORE 5 120U,16,512,,14.0,12209000,,new,Kingz Notebook,5.0,,False,,Jakarta Pusat,2026-08-28T01:35:44.605892,False,
tokopedia,103066236612,https://www.tokopedia.com/studiolaptop/asus-expertbook-p1403cva-intel-core-i7-13620h-core-5-210h-i5-13420h-210h-core-i3-100u-1315-16gb-1tb-512gb-win-11-office-laptop-bisnis-garansi-resmi-cocok-untuk-sekolah-kerja-editing-1734446786183595847?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,ASUS EXPERTBOOK P1403CVA INTEL CORE 5 210H CORE 100U I5 I3 16GB 1TB 512GB WIN 11 OFFICE - LAPTOP BISNIS GARANSI RESMI COCOK UNTUK SEKOLAH KERJA EDITING,Asus,P1403CVA,INTEL CORE 5 210H,16,,,,9829000,,new,Studio Laptop,5.0,,False,,Jakarta Pusat,2026-08-28T01:35:44.605986,False,
tokopedia,8177595222,https://www.tokopedia.com/zxcomputer/laptop-asus-a1404va-x1404va-intel-core-i5-1334u-8gb-512gb-ssd-14-0-full-hd-intel-iris-xe-windows-11-1731241390106314172?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"LAPTOP ASUS A1404VA/X1404VA Intel Core i5-1334U 8GB/512GB SSD 14.0"" Full HD Intel Iris Xe Windows 11",Asus,A1404VA,I5-1334U,,512,,,10799000,,new,ZX COMPUTER,5.0,,False,,Jakarta Pusat,2026-08-28T01:35:44.606232,False,
tokopedia,102938427324,https://www.tokopedia.com/houseofit/laptop-tkdn-asus-expertbook-bg1409cva-s67850w-i7-1355u-8gb-512gb-w11-14fhd-asus-expertbook-b1-bg1409cva-s67850w-asus-bg1409cva-i7-1734212279282402785?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,Laptop TKDN ASUS ExpertBook BG1409CVA-S67850W i7 1355U 8GB 512GB W11 14FHD - ASUS EXPERTBOOK B1 BG1409CVA-S67850W - Asus BG1409CVA i7,Asus,BG1409CVA-S67850W,I7 1355U,8,,,,15999000,,new,House Of IT,5.0,,False,,Jakarta Pusat,2026-08-28T01:35:44.606334,False,
tokopedia,103626550257,https://www.tokopedia.com/gamingdistributorid/laptop-asus-vivobook-f1504vap-core-i5-120u-16gb-1tb-w11-office-permanent-15-6fhd-ips-1731157246466557550-1736686931472844398?extParam=ivf%3Dtrue%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,Laptop Asus VivoBook  F1504VA I5 1334 16GB 1TB SSD  W11 15.6FHD,Asus,F1504VA,I5 1334,16,1024,,,10569000,,new,GAMING DISTRIBUTOR ID,5.0,,False,,Jakarta Barat,2026-08-28T01:35:44.606490,False,
tokopedia,103512776449,https://www.tokopedia.com/technosify/asus-expertbook-p5-p5405csa-nz7310ws-laptop-ultra-7-258v-1tb-32gb-lpddr5x-intel-arc-140v-14-wqxga-windows-11-home-office-2024-3-year-warranty-sleeve-1731876070260704679-1736187031784293799?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"Asus Expertbook P5 P5405CSA NZ7310WS Laptop Ultra 7 258V 1TB 32GB LPDDR5X Intel Arc 140V 14"" WQXGA Windows 11 Home + Office 2024 - 3 Year Warranty + Sleeve",Asus,P5405CSA,,32,,,,26086655,,new,technosify,5.0,,False,,Surabaya,2026-08-28T01:35:44.606616,False,
tokopedia,102902805047,https://www.tokopedia.com/herlinacom/laptop-asus-vivobook-f1504za-touch-intel-core-i7-1255u-ram-16gb-512gb-ssd-win-11-ori-15-6-full-hd-1734092977502520718?extParam=ivf%3Dtrue%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,Laptop Asus Vivobook F1504ZA Touch Intel Core i7 1255U Ram 16Gb 512Gb Ssd Win 11 Ori 15.6 Full HD,Asus,F1504ZA,I7 1255U,16,512,,,12159000,,new,Herlinacom,5.0,,False,,Depok,2026-08-28T01:35:44.606684,False,
tokopedia,102590437216,https://www.tokopedia.com/nagamaspoins/laptop-tkdn-asus-expertbook-bg1409cva-s67150w-i7-1355u-16gb-512gb-w11-14fhd-asus-expertbook-b1-bg1409cva-s67150w-asus-bg1409cva-i7-1733290121287206588?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,Laptop TKDN ASUS ExpertBook BG1409CVA-S67150W i7 1355U 16GB 512GB W11 14FHD - ASUS EXPERTBOOK B1 BG1409CVA-S67150W - Asus BG1409CVA i7,Asus,BG1409CVA-S67150W,I7 1355U,16,,,,14999000,,new,Naga Mas Computer Poins,5.0,,False,,Jakarta Selatan,2026-08-28T01:35:44.606778,False,
tokopedia,103754867914,https://www.tokopedia.com/gateway/asus-vivobook-s-14-oled-s5406sa-core-ultra-7-258v-32gb-1tb-ssd-14-wuxga-60hz-1732669099990549941-1737073632182764981?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"ASUS VIVOBOOK S 14 OLED S5406SA CORE ULTRA 7 258V 32GB 1TB SSD 14"" WUXGA LAPTOP",Asus,S5406SA,CORE ULTRA 7 258V,32,1024,,,19069000,,new,Gateway Indonesia Comp,5.0,,False,,Jakarta Utara,2026-08-28T01:35:44.606843,False,
tokopedia,102948300872,https://www.tokopedia.com/royalltech/laptop-asus-expertbook-pm1403cda-amd-ryzen-5-150-16gb-512gb-w11-ohs-m365b-14-0fhd-vips-3y-1734233263522350583?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,LAPTOP ASUS EXPERTBOOK PM1403CDA AMD RYZEN 5 150 16GB 512GB W11+OHS+M365B 14.0FHD VIPS 3Y,Asus,PM1403CDA,RYZEN 5 150,16,,,,12159000,,new,royalltech,5.0,,False,,Jakarta Utara,2026-08-28T01:35:44.606927,False,
tokopedia,102098653177,https://www.tokopedia.com/agresidjakut/asus-tuf-a15-fa506ncr-amd-ryzen-7-7435hs-rtx3050-4gb-ram-16gb-512gb-windows-11-office-15-6-full-hd-144hz-ips-rgb-1732205943445096018?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"[LAPTOP] ASUS TUF A15 FA506NCG AMD RYZEN 7 7435HS RTX3050 4GB/ Ram 16GB 512GB Windows 11 + Office 15.6"" Full HD 144Hz IPS RGB GARANSI RESMI",Asus,FA506NCG,RYZEN 7 7435HS,16,,RTX3050,,14219000,,new,Agres ID Jakarta Utara,5.0,,False,,Jakarta Pusat,2026-08-28T01:35:44.607014,False,
tokopedia,103014250148,https://www.tokopedia.com/agres-id-bintaro/asus-vivobook-go-14-e1404fa-ryzen-3-7320u-8gb-512gb-ssd-fhd-14-0-anti-glare-windows-11-home-laptop-portabel-garansi-resmi-2-tahun-1734364115342821223?extParam=ivf%3Dfalse%26keyword%3Dlaptop+asus%26search_id%3D20260828013536C203D8A151612A39A7CU%26src%3Dsearch,"ASUS VivoBook Go 14 E1404FA Ryzen 3 7320U 8GB 512GB SSD FHD 14.0"" Anti-glare Windows 11 Home Laptop Portabel Garansi Resmi 2 Tahun",Asus,E1404FA,RYZEN 3 7320U,8,512,,,9609000,,new,Agres ID Bintaro,5.0,,False,,Tangerang Selatan,2026-08-28T01:35:44.607110,False,
